,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.317,24.963,54.6,196301010000,***,0,***,-2,*****
1,60.317,24.963,54.6,196301010300,***,0,***,5,*****
2,60.317,24.963,54.6,196301010600,240,7,***,16,*****
3,60.317,24.963,54.6,196301010900,320,9,***,23,*****
4,60.317,24.963,54.6,196301011200,360,7,***,18,*****
5,60.317,24.963,54.6,196301011500,320,9,***,14,*****
6,60.317,24.963,54.6,196301011800,280,7,***,12,*****
7,60.317,24.963,54.6,196301012100,250,7,***,12,*****
8,60.317,24.963,54.6,196301020000,260,9,***,16,*****
9,60.317,24.963,54.6,196301020300,270,11,***,19,*****
10,60.317,24.963,54.6,196301020600,270,9,***,23,*****
11,60.317,24.963,54.6,196301020900,250,11,***,25,*****
12,60.317,24.963,54.6,196301021200,250,11,***,27,*****
13,60.317,24.963,54.6,196301021500,240,11,***,28,*****
14,60.317,24.963,54.6,196301021800,280,17,***,30,*****
15,60.317,24.963,54.6,196301022100,300,11,***,25,*****
16,60.317,24.963,54.6,196301030300,300,11,***,19,*****
17,60.317,24.963,54.6,196301030600,290,9,***,16,*****
18,60.317,24.963,54.6,196301030900,290,9,***,14,*****
19,60.317,24.963,54.6,196301031200,290,11,***,14,*****
20,60.317,24.963,54.6,196301031500,290,10,***,10,*****
21,60.317,24.963,54.6,196301031800,300,7,***,9,*****
22,60.317,24.963,54.6,196301032100,290,5,***,7,*****
23,60.317,24.963,54.6,196301040600,210,7,***,3,*****
24,60.317,24.963,54.6,196301040900,220,9,***,23,*****
25,60.317,24.963,54.6,196301041200,210,7,***,21,*****
26,60.317,24.963,54.6,196301041500,200,10,***,21,*****
27,60.317,24.963,54.6,196301041800,200,8,***,18,*****
28,60.317,24.963,54.6,196301042100,170,7,***,18,*****
29,60.317,24.963,54.6,196301050000,160,6,***,18,*****
30,60.317,24.963,54.6,196301050300,140,5,***,19,*****
31,60.317,24.963,54.6,196301050600,160,7,***,19,*****
32,60.317,24.963,54.6,196301050900,150,5,***,19,*****
33,60.317,24.963,54.6,196301051200,160,5,***,19,*****
34,60.317,24.963,54.6,196301051500,120,5,***,19,*****
35,60.317,24.963,54.6,196301051800,120,2,***,19,*****
36,60.317,24.963,54.6,196301052100,090,7,***,21,*****
37,60.317,24.963,54.6,196301060000,110,6,***,27,*****
38,60.317,24.963,54.6,196301060300,180,11,***,32,*****
39,60.317,24.963,54.6,196301060600,180,14,***,32,*****
